seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no
"182158","241446002",3-1,"90",협성섬유,"235001461","53458"
"182159","241446002",3-1,"91",서원컴텍,"235001460","53456"
"182160","241446002",3-1,"92",건영슈퍼,"235001458","53150"
"182161","241446002",3-1,"93",경신리,"235000749","39952"
"182162","241446002",3-1,"94",백호부대,"235001234","53309"
"182163","241446002",3-1,"95",샛고개,"235001272","39259"
"182164","241446002",3-1,"96",상수리,"235001273","53618"
"182165","241446002",3-1,"97",경민상회,"235001456","53473"
"182166","241446002",3-1,"98",상수초교,"235001454","53471"
"182167","241446002",3-1,"99",상수마트,"235001452","53521"
"182168","241446002",3-1,"100",소현상회,"235001484","53446"
"182169","241446002",3-1,"101",상수사거리,"235000009","39313"
"182170","241446002",3-1,"102",상수사거리앞,"235001498","53467"
"182171","241446002",3-1,"103",미곡종합처리장,"235001486","53448"
"182172","241446002",3-1,"104",보아스사랑의집,"235001487","53044"
"182173","241446002",3-1,"105",산촌가든,"235001488","53449"
"182174","241446002",3-1,"106",입암2리마을회관,"235001444","53076"
"182175","241446002",3-1,"107",상신섬유,"235001442","53514"
"182176","241446002",3-1,"108",세진전사앞,"235001439","53511"
"182177","241446002",3-1,"109",거해산업,"235001437","53686"
"182178","241446002",3-1,"110",입암1리마을회관,"235001436","53509"
"182179","241446002",3-1,"111",입암리신도비앞,"235001434","53507"
"182180","241446002",3-1,"112",입암리능고개,"235001432","53506"
"182181","241446002",3-1,"113",호산나의집,"235001246","39437"
"182182","241446002",3-1,"114",보수대앞,"235001665","53251"
"182183","241446002",3-1,"115",토교장,"235000639","39218"
"182184","241446002",3-1,"116",남면초교,"235001430","53504"
"182185","241446002",3-1,"117",비룡성당앞,"235000008","39919"
"182186","241446002",3-1,"118",신산약방,"235000800","39169"
"182187","241446002",3-1,"119",남면행정복지센터.남면농협,"235000007","39179"
"182188","241446002",3-1,"120",남문중.한국외식과학고등학교,"235000803","39206"
"182189","241446002",3-1,"121",신리.막은골삼거리,"235000787","53662"
"182190","241446002",3-1,"122",오리엔탈공장입구,"235000799","39227"
"182191","241446002",3-1,"123",남면소방서,"235000797","39300"
"182192","241446002",3-1,"124",28보수대.부영판지,"235000965","39986"
"182193","241446002",3-1,"125",한산리전원마을,"235001266","53615"
"182194","241446002",3-1,"126",원당저수지입구,"235000795","39312"
"182195","241446002",3-1,"127",한산2리마을회관,"235000793","39316"
"182196","241446002",3-1,"128",용바위식당,"235000791","39778"
"182197","241446002",3-1,"129",봉암삼거리,"235000788","39342"
"182198","241446002",3-1,"130",헌병대앞,"235000786","39354"
"182199","241446002",3-1,"131",봉암터미널.봉암리,"235000900","39358"
"182200","241446002",3-1,"132",새마을금고,"235001419","53542"
"182201","241446002",3-1,"133",한산교,"235001420","53543"
"182202","241446002",3-1,"134",한산1리회관,"235001422","53495"
"182203","241446002",3-1,"135",대조식품,"235001732","53659"
"182204","241446002",3-1,"136",은현스포츠센터,"235001225","39819"
"182205","241446002",3-1,"137",낙낙동저수지,"235001305","53611"
"182206","241446002",3-1,"138",낙낙골,"235001685","53222"
"182207","241446002",3-1,"139",장현농장입구,"235000021","39918"
"182208","241446002",3-1,"140",하패2리마을회관,"235001730","53165"
"182209","241446002",3-1,"141",진재,"235001413","53138"
"182210","241446002",3-1,"142",꾸러기어린이집,"235001411","53534"
"182211","241446002",3-1,"143",일성사,"235001409","53532"
"182212","241446002",3-1,"144",공동묘지,"235001407","53074"
"182213","241446002",3-1,"145",풍천장어,"235001405","53530"
"182214","241446002",3-1,"146",무궁화교,"235001402","53527"
"182215","241446002",3-1,"147",선업교,"235001401","53526"
"182216","241446002",3-1,"148",생연중학교,"215000410","16360"
"182217","241446002",3-1,"149",부영3단지,"215000394","16370"
"182218","241446002",3-1,"150",송내주공1단지,"215000396","16372"
"182219","241446002",3-1,"151",어린이도서관,"215000393","16202"
"182220","241446002",3-1,"152",농협송내지점,"215000411","16361"
"182221","241446002",3-1,"153",지행역부영9단지,"215000201","16062"
"182222","241446002",3-1,"154",부영5단지,"215000205","16067"
"182223","241446002",3-1,"155",동두천중앙역,"215000412","16362"
"182224","241446002",3-1,"156",정장로사거리,"215000413","16363"
"182225","241446002",3-1,"157",KT동두천지사,"215000364","16352"
"182226","241446003","13","1",가래비주유소,"235000376","39264"
"182227","241446003","13","2",광적면행정복지센터.가래비시장,"235000044","39249"
"182228","241446003","13","3",하나로마트,"235000043","39775"
"182229","241446003","13","4",신사래.조양빌라.형제빌라,"235000042","39240"
"182230","241446003","13","5",희망아파트,"235000135","39237"
"182231","241446003","13","6",광적119안전센터,"235001622","53314"
"182232","241446003","13","7",가납사거리,"235001623","53315"
"182233","241446003","13","8",가납초교,"235000559","39244"
"182234","241446003","13","9",조양중학교,"235000560","39229"
"182235","241446003","13","10",대성빌라,"235000845","39937"
"182236","241446003","13","11",문화예술회관입구,"235001400","53524"
"182237","241446003","13","12",문예회관,"235001340","53569"
"182238","241446003","13","13",케이원텍,"235001611","53295"
"182239","241446003","13","14",세진금속,"235001322","53596"
"182240","241446003","13","15",쏘가리낚시터,"235001384","53693"
"182241","241446003","13","16",지섬.종이나라,"235000169","39125"
"182242","241446003","13","17",한거름,"235001386","53694"
"182243","241446003","13","18",우고리마을회관,"235001387","53559"
"182244","241446003","13","19",우고리목장,"235001389","53560"
"182245","241446003","13","20",우골,"235001510","53442"
"182246","241446003","13","21",딱따구리수련원,"235001391","53562"
"182247","241446003","13","22",수녀원앞,"235000570","53935"
"182248","241446003","13","23",삼현,"235001393","53564"
"182249","241446003","13","24",승태목장,"235001395","53643"
"182250","241446003","13","25",검은돌,"235001333","53594"
"182251","241446003","13","26",비암사거리,"235000737","39020"
"182252","241446003","13","27",느티나무,"235000739","39016"
"182253","241446003","13","28",기우리,"235000455","39006"
"182254","241446003","13","29",기우리종점,"235001261","53855"
"182255","241446003","13","30",기우리,"235001334","53887"
"182256","241446003","13","31",비암2리,"235000740","39856"
"182257","241446003","13","32",비암사거리,"235000738","39023"
"182258","241446003","13","33",검은돌,"235001262","53622"
"182259","241446003","13","34",승태목장,"235001396","53695"
"182260","241446003","13","35",삼현,"235001394","53565"
"182261","241446003","13","36",수녀원앞,"235000571","53936"
"182262","241446003","13","37",딱따구리수련원,"235001392","53563"
"182263","241446003","13","38",우골,"235001291","53863"
"182264","241446003","13","39",우고리목장,"235001390","53561"
"182265","241446003","13","40",우고리마을회관,"235001388","53136"
"182266","241446003","13","41",한거름,"235000167","39104"
"182267","241446003","13","42",종이나라,"235001397","53522"
"182268","241446003","13","43",쏘가리낚시터,"235001398","53687"
"182269","241446003","13","44",세진금속,"235001399","53523"
"182270","241446003","13","45",케이원텍,"235001629","53291"
"182271","241446003","13","46",문예회관,"235001383","53135"
"182272","241446003","13","47",양주문예회관,"235000476","39196"
"182273","241446003","13","48",대성빌라,"235000844","39773"
"182274","241446003","13","49",조양중학교,"235000378","39228"
"182275","241446003","13","50",가납초교,"235000554","39243"
"182276","241446003","13","51",가납사거리,"235000702","39866"
"182277","241446003","13","52",가래비주유소,"235000376","39264"
"182278","241446004","14","1",백석농협,"235000193","39280"
"182279","241446004","14","2",복지리,"235000192","39307"
"182280","241446004","14","3",방아다리,"235000191","39328"
"182281","241446004","14","4",소놀이굿전수회관,"235000190","39332"
"182282","241446004","14","5",홍익빌라,"235001556","53381"
"182283","241446004","14","6",신진빌라,"235001557","53382"
"182284","241446004","14","7",백석교회,"235001558","53383"
"182285","241446004","14","8",동훈빌라,"235001559","53123"
"182286","241446004","14","9",산성말,"235000615","39347"
"182287","241446004","14","10",가야3차아파트,"235000269","39325"
"182288","241446004","14","11",가야1차아파트,"235000821","39315"
"182289","241446004","14","12",복지사거리.태영아파트,"235000268","39306"
"182290","241446004","14","13",백석중학교,"235000267","39294"
"182291","241446004","14","14",백석농협복지지점,"235001134","53616"
"182292","241446004","14","15",동화세아아파트,"235000266","39246"
"182293","241446004","14","16",창조교회,"235000265","39221"
"182294","241446004","14","17",상가업리,"235000551","39193"
"182295","241446004","14","18",가업1리마을회관,"235000715","39172"
"182296","241446004","14","19",가업1리뒤말,"235001136","53164"
"182297","241446004","14","20",백석공단,"235000713","39149"
"182298","241446004","14","21",서광아파트,"235001023","53646"
"182299","241446004","14","22",은봉산전원마을입구,"235001186","53655"
"182300","241446004","14","23",앞말,"235001161","53284"
"182301","241446004","14","24",고말재,"235000318","39094"
"182302","241446004","14","25",냅떼,"235000479","39118"
"182303","241446004","14","26",단촌삼거리,"235000835","39945"
"182304","241446004","14","27",조광주유소,"235000478","39194"
"182305","241446004","14","28",겨르매기마을회관,"235000717","39219"
"182306","241446004","14","29",한승미르빌아파트,"235000477","39234"
"182307","241446004","14","30",양주문예회관,"235000476","39196"
"182308","241446004","14","31",대성빌라,"235000844","39773"
"182309","241446004","14","32",조양중학교,"235000378","39228"
"182310","241446004","14","33",가납초교,"235000554","39243"
"182311","241446004","14","34",가납사거리,"235001564","53124"
"182312","241446004","14","35",광적119안전센터,"235001483","53445"
"182313","241446004","14","36",희망아파트,"235000151","39238"
"182314","241446004","14","37",신사래.조양빌라.형제빌라,"235000041","39239"
"182315","241446004","14","38",하나로마트,"235000040","39774"
"182316","241446004","14","39",광적면행정복지센터.가래비시장,"235001307","53160"
"182317","241446004","14","40",가래비시장,"235000039","39251"
"182318","241446004","14","41",가래비주유소,"235000375","39265"
"182319","241446004","14","42",가래비사거리,"235000377","39270"
"182320","241446004","14","43",상아주유소,"235001236","53313"
"182321","241446004","14","44",26사단신병교육대,"235000755","53444"
"182322","241446004","14","45",장수슈퍼,"235001482","53494"
"182323","241446004","14","46",유명식당,"235000579","53149"
"182324","241446004","14","47",한양레미콘,"235000753","39275"
"182325","241446004","14","48",돌모루입구,"235000756","39288"
"182326","241446004","14","49",광적콘크리트,"235001600","53130"
"182327","241446004","14","50",도화리,"235000751","39951"
"182328","241446004","14","51",광남주유소,"235001621","53312"
"182329","241446004","14","52",못말낚시터,"235000757","39293"
"182330","241446004","14","53",영일자원,"235001269","53858"
"182331","241446004","14","54",신우섬유,"235001324","53882"
"182332","241446004","14","55",경신리,"235000749","39952"
"182333","241446004","14","56",백호부대,"235001234","53309"
"182334","241446004","14","57",검준공단,"235001221","53087"
"182335","241446004","14","58",우진주유소,"235000397","53304"
"182336","241446004","14","59",상수사거리,"235001731","53166"
"182337","241446004","14","60",갓바위.상수2리마을회관,"235000027","39348"
"182338","241446004","14","61",은남통합지소.은현주유소,"235000026","39364"
"182339","241446004","14","62",운암1리마을회관,"235000025","39376"
"182340","241446004","14","63",한강섬유,"235000945","39968"
"182341","241446004","14","64",은현삼거리,"235000650","39841"
"182342","241446004","14","65",은현마트,"235001565","53343"
"182343","241446004","14","66",은현면행정복지센터,"235000653","39894"
"182344","241446004","14","67",1810부대앞,"235001615","53301"
"182345","241446004","14","68",건설지하수,"235001626","53289"
"182346","241446004","14","69",성황당굿당,"235001316","39849"
"182347","241446004","14","70",장현슈퍼,"235001066","53934"
"182348","241446004","14","71",진재,"235001413","53138"
"182349","241446004","14","72",꾸러기어린이집,"235001411","53534"
"182350","241446004","14","73",일성사,"235001409","53532"
"182351","241446004","14","74",공동묘지,"235001407","53074"
"182352","241446004","14","75",풍천장어,"235001405","53530"
"182353","241446004","14","76",무궁화교,"235001402","53527"
"182354","241446004","14","77",선업교,"235001401","53526"
"182355","241446004","14","78",생연중학교,"215000410","16360"
"182356","241446004","14","79",부영3단지,"215000394","16370"
"182357","241446004","14","80",송내주공1단지,"215000396","16372"
"182358","241446004","14","81",어린이도서관,"215000393","16202"
"182359","241446004","14","82",농협송내지점,"215000411","16361"
"182360","241446004","14","83",지행역부영9단지,"215000201","16062"
"182361","241446004","14","84",부영5단지,"215000205","16067"
"182362","241446004","14","85",동두천중앙역,"215000412","16362"
"182363","241446004","14","86",정장로사거리,"215000413","16363"
"182364","241446004","14","87",KT동두천지사,"215000364","16352"
"182365","241446004","14","88",큰시장,"215000023","16042"
"182366","241446004","14","89",세아아파트,"215000081","16027"
"182367","241446004","14","90",생연중학교,"215000402","16378"
"182368","241446004","14","91",선업교,"235001308","53629"
"182369","241446004","14","92",무궁화교,"235001403","53528"
"182370","241446004","14","93",풍천장어,"235001404","53688"
"182371","241446004","14","94",공동묘지,"235001406","53531"
"182372","241446004","14","95",일성사,"235001408","53137"
"182373","241446004","14","96",꾸러기어린이집,"235001410","53533"
"182374","241446004","14","97",진재,"235001412","53689"
"182375","241446004","14","98",장현슈퍼,"235001065","53933"
"182376","241446004","14","99",성황당굿당,"235001613","53299"
"182377","241446004","14","100",건설지하수,"235001612","53298"
"182378","241446004","14","101",1810부대앞,"235001614","53300"
"182379","241446004","14","102",은현면행정복지센터,"235000654","39850"
"182380","241446004","14","103",은현마트,"235001527","53402"
"182381","241446004","14","104",은현면행정복지센터입구,"235000033","39392"
"182382","241446004","14","105",한강섬유,"235000944","39976"
"182383","241446004","14","106",운암1리마을회관,"235000032","39377"
"182384","241446004","14","107",상수2교차로,"235000031","39369"
"182385","241446004","14","108",은남통합지소,"235000029","39363"
"182386","241446004","14","109",갓바위.상수2리마을회관,"235000028","39350"
"182387","241446004","14","110",상수사거리,"235001616","53302"
"182388","241446004","14","111",우진주유소,"235000879","53086"
"182389","241446004","14","112",검준공단,"235001222","53307"
"182390","241446004","14","113",백호부대,"235001233","53308"
"182391","241446004","14","114",경신리,"235000748","39953"
"182392","241446004","14","115",신우섬유,"235001618","53310"
"182393","241446004","14","116",영일자원,"235001619","53311"
"182394","241446004","14","117",못말낚시터,"235000047","39292"
"182395","241446004","14","118",광남주유소,"235001620","53088"
"182396","241446004","14","119",도화리,"235000750","53331"
"182397","241446004","14","120",광적콘크리트,"235001599","53332"
"182398","241446004","14","121",돌모루입구,"235000045","39287"
"182399","241446004","14","122",한양레미콘,"235000752","39818"
"182400","241446004","14","123",유명식당,"235000816","53492"
"182401","241446004","14","124",장수슈퍼,"235001481","53493"
"182402","241446004","14","125",26사단신병교육대,"235000754","53443"
"182403","241446004","14","126",상아주유소,"235001235","53058"
"182404","241446004","14","127",가래비사거리,"235000380","39269"
"182405","241446004","14","128",가래비주유소,"235000376","39264"
"182406","241446004","14","129",광적면행정복지센터.가래비시장,"235000044","39249"
"182407","241446004","14","130",하나로마트,"235000043","39775"
"182408","241446004","14","131",신사래.조양빌라.형제빌라,"235000042","39240"
"182409","241446004","14","132",희망아파트,"235000135","39237"
"182410","241446004","14","133",광적119안전센터,"235001622","53314"
"182411","241446004","14","134",가납사거리,"235001623","53315"
"182412","241446004","14","135",가납초교,"235000559","39244"
"182413","241446004","14","136",조양중학교,"235000560","39229"
"182414","241446004","14","137",대성빌라,"235000845","39937"
"182415","241446004","14","138",양주문예회관,"235000561","39198"
"182416","241446004","14","139",한승미르빌아파트,"235000473","39233"
"182417","241446004","14","140",겨르매기마을회관,"235000718","39220"
"182418","241446004","14","141",조광주유소,"235000472","39188"
"182419","241446004","14","142",단촌삼거리,"235000880","39880"
"182420","241446004","14","143",냅떼,"235000471","39117"
"182421","241446004","14","144",홍죽삼거리,"235001628","53059"
"182422","241446004","14","145",앞말,"235001162","53283"
"182423","241446004","14","146",은봉산전원마을입구,"235001187","53826"
"182424","241446004","14","147",서광아파트,"235001024","53708"
"182425","241446004","14","148",백석공단,"235000712","39146"
"182426","241446004","14","149",가업1리뒤말,"235001137","53624"
"182427","241446004","14","150",가업리마을회관,"235000264","39168"
"182428","241446004","14","151",상가업리교앞,"235000263","39190"
"182429","241446004","14","152",창조교회,"235000262","39222"
"182430","241446004","14","153",동화세아아파트,"235000261","39245"
"182431","241446004","14","154",백석농협복지지점,"235001135","53620"
"182432","241446004","14","155",백석중학교,"235000260","39290"
"182433","241446004","14","156",복지사거리.태영아파트,"235000259","39301"
"182434","241446004","14","157",가야1차아파트,"235000258","39314"
"182435","241446004","14","158",가야3차아파트,"235000257","39322"
"182436","241446004","14","159",산성말,"235000256","39346"
"182437","241446004","14","160",동훈빌라,"235001560","53384"
"182438","241446004","14","161",백석교회,"235001561","53385"
"182439","241446004","14","162",신진빌라,"235001562","53386"
"182440","241446004","14","163",홍익빌라,"235001563","53387"
"182441","241446004","14","164",소놀이굿전수회관,"235000203","39335"
"182442","241446004","14","165",방아다리,"235000202","39327"
"182443","241446004","14","166",복지리,"235000201","39305"
"182444","241446004","14","167",백석농협,"235000193","39280"
"182751","241446007","18","1",양주역,"235001649","53666"
"182752","241446007","18","2",주내농협,"235001647","53647"
"182753","241446007","18","3",남방리,"235001650","53280"
"182754","241446007","18","4",양주향교.양주별산대놀이전수회관,"235000236","39409"
"182755","241446007","18","5",유양초등학교,"235000235","39406"
"182756","241446007","18","6",불곡산입구.유양1동,"235000234","39397"
"182757","241446007","18","7",유양공단,"235000233","39386"
"182758","241446007","18","8",유양공단사무실,"235000232","39379"
"182759","241446007","18","9",오산삼거리,"235000902","39373"
"182760","241446007","18","10",자동차공업사,"235001642","53273"
"182761","241446007","18","11",대성사입구,"235000205","39366"
"182762","241446007","18","12",해송빌라,"235001640","53271"
"182763","241446007","18","13",산성빌라,"235001737","53084"
"182764","241446007","18","14",현대빌라,"235001651","53281"
"182765","241446007","18","15",동훈빌라,"235001559","53123"
"182766","241446007","18","16",산성말,"235000615","39347"
"182767","241446007","18","17",가야3차아파트,"235000269","39325"
"182768","241446007","18","18",가야1차아파트,"235000821","39315"
"182769","241446007","18","19",복지사거리.태영아파트,"235000268","39306"
"182770","241446007","18","20",백석중학교,"235000267","39294"
"182771","241446007","18","21",백석농협복지지점,"235001134","53616"
"182772","241446007","18","22",동화세아아파트,"235000266","39246"
"182773","241446007","18","23",꿈나무도서관.백석고교,"235001000","53041"
"182774","241446007","18","24",백석읍행정복지센터.백석초교,"235000199","39266"
"182775","241446007","18","25",방앗간.작은외미,"235000198","39253"
"182776","241446007","18","26",넘말.작은외미,"235000197","39242"
"182777","241446007","18","27",백석농협경제사업소,"235001178","53818"
"182778","241446007","18","28",대뜰,"235000716","39181"
"182779","241446007","18","29",단촌삼거리,"235000880","39880"
"182780","241446007","18","30",냅떼,"235000471","39117"
"182781","241446007","18","31",홍죽일반산업단지,"235000316","39108"
"182782","241446007","18","32",고말재,"235000315","39092"
"182783","241446007","18","33",중말,"235000773","39076"
"182784","241446007","18","34",안골,"235000775","39062"
"182785","241446007","18","35",안골윗말,"235001164","39854"
"182786","241446007","18","36",송학앞,"235000771","39051"
"182787","241446007","18","37",기산리한우마을,"235000314","39061"
"182788","241446007","18","38",기산저수지,"235001289","53707"
"182789","241446007","18","39",옛고을,"235001636","53265"
"182790","241446007","18","40",기산리석곡,"235000328","39040"
"182791","241446007","18","41",기산리종점,"235001290","53862"
"182792","241446007","18","42",안고령,"235000780","39950"
"182793","241446007","18","43",기산리종점,"235001627","53290"
"182794","241446007","18","44",기산리석곡,"235000779","39039"
"182795","241446007","18","45",옛고을,"235001635","53264"
"182796","241446007","18","46",기산저수지,"235001288","53706"
"182797","241446007","18","47",기산리한우마을,"235000776","39064"
"182798","241446007","18","48",에루화숯가마,"235001515","53048"
"182799","241446007","18","49",부대앞,"235001516","53411"
"182800","241446007","18","50",에루화숯가마,"235001508","53440"
"182801","241446007","18","51",기산리한우마을,"235001185","53109"
"182802","241446007","18","52",송학앞,"235000772","39052"
"182803","241446007","18","53",안골윗말,"235001165","39905"
"182804","241446007","18","54",안골,"235000320","39063"
"182805","241446007","18","55",중말,"235000774","39904"
"182806","241446007","18","56",고말재,"235000318","39094"
"182807","241446007","18","57",홍죽일반산업단지,"235000317","39107"
"182808","241446007","18","58",냅떼,"235000479","39118"
"182809","241446007","18","59",단촌삼거리,"235000835","39945"
"182810","241446007","18","60",대뜰,"235000372","39180"
"182811","241446007","18","61",백석농협경제사업소,"235001179","53819"
"182812","241446007","18","62",넘말.작은외미,"235000196","39241"
"182813","241446007","18","63",방앗간.작은외미,"235000195","39252"
"182814","241446007","18","64",백석읍행정복지센터.백석초교,"235000194","39263"
"182815","241446007","18","65",꿈나무도서관.백석고교,"235001214","53267"
"182816","241446007","18","66",동화세아아파트,"235000261","39245"
"182817","241446007","18","67",백석농협복지지점,"235001135","53620"
"182818","241446007","18","68",백석중학교,"235000260","39290"
"182819","241446007","18","69",복지사거리.태영아파트,"235000259","39301"
"182820","241446007","18","70",가야1차아파트,"235000258","39314"
"182821","241446007","18","71",가야3차아파트,"235000257","39322"
"182822","241446007","18","72",산성말,"235000256","39346"
"182823","241446007","18","73",동훈빌라,"235001560","53384"
"182824","241446007","18","74",현대빌라,"235001638","53269"
"182825","241446007","18","75",산성빌라,"235001653","53061"
"182826","241446007","18","76",해송빌라,"235001639","53270"
"182827","241446007","18","77",대성사입구,"235001327","53884"
"182828","241446007","18","78",자동차공업사,"235001641","53272"
"182829","241446007","18","79",오산삼거리,"235000186","39374"
"182830","241446007","18","80",유양공단사무실,"235000227","39383"
"182831","241446007","18","81",유양공단,"235000226","39388"
"182832","241446007","18","82",불곡산입구.유양1동,"235000225","39399"
"182833","241446007","18","83",유양초등학교,"235000224","39404"
"182834","241446007","18","84",양주관아지,"235001644","53275"
"182835","241446007","18","85",남방리,"235001645","53276"
"182836","241446007","18","86",주내농협,"235001646","53664"
"182837","241446007","18","87",양주역,"235001648","53665"
"183847","241446019",3-2,"1",비룡성당.우체국,"235000634","39163"
"183848","241446019",3-2,"2",비룡성당앞,"235000008","39919"
"183849","241446019",3-2,"3",신산약방,"235000800","39169"
"183850","241446019",3-2,"4",남면행정복지센터.남면농협,"235000007","39179"
"183851","241446019",3-2,"5",남문중.한국외식과학고등학교,"235000803","39206"
"183852","241446019",3-2,"6",신리.막은골삼거리,"235000787","53662"
"183853","241446019",3-2,"7",오리엔탈공장입구,"235000799","39227"
"183854","241446019",3-2,"8",남면소방서,"235000797","39300"
"183855","241446019",3-2,"9",28보수대.부영판지,"235000965","39986"
"183856","241446019",3-2,"10",한산리전원마을,"235001266","53615"
"183857","241446019",3-2,"11",원당저수지입구,"235000795","39312"
"183858","241446019",3-2,"12",한산2리마을회관,"235000793","39316"
"183859","241446019",3-2,"13",용바위식당,"235000791","39778"
"183860","241446019",3-2,"14",봉암삼거리,"235000788","39342"
"183861","241446019",3-2,"15",헌병대앞,"235000786","39354"
"183862","241446019",3-2,"16",봉암터미널.봉암리,"235000900","39358"
"183863","241446019",3-2,"17",헌병대앞,"235000785","39355"
"183864","241446019",3-2,"18",봉암초등학교,"235000784","39359"
"183865","241446019",3-2,"19",28사단,"215000135","16002"
"183866","241446019",3-2,"20",사천골,"215000134","16003"
"183867","241446019",3-2,"21",가마소,"215000133","16005"
"183868","241446019",3-2,"22",광귀동,"215000132","16007"
"183869","241446019",3-2,"23",인곡마을,"215000131","16009"
"183870","241446019",3-2,"24",정감교,"215000130","16011"
"183871","241446019",3-2,"25",정감마을,"215000284","16338"
"183872","241446019",3-2,"26",골말상회,"215000218","16272"
"183873","241446019",3-2,"27",골말,"215000204","16267"
"183874","241446019",3-2,"28",덕수사입구,"215000285","16339"
"183875","241446019",3-2,"29",상패초교,"235000838","39875"
"183876","241446019",3-2,"30",무궁화유지,"235001739","53718"
"183877","241446019",3-2,"31",풍천장어,"235001405","53530"
"183878","241446019",3-2,"32",무궁화교,"235001402","53527"
"183879","241446019",3-2,"33",선업교,"235001401","53526"
"183880","241446019",3-2,"34",생연중학교,"215000410","16360"
"183881","241446019",3-2,"35",동두천보건소.대방노블랜드아파트,"215000391","16390"
"183882","241446019",3-2,"36",현진아파트,"215000020","16038"
"183883","241446019",3-2,"37",농협송내지점,"215000411","16361"
"183884","241446019",3-2,"38",지행역4번출구,"215000168","16217"
"183885","241446019",3-2,"39",중앙중고등학교,"215000385","16383"
"183886","241446019",3-2,"40",현대아파트,"215000383","16381"
"183887","241446019",3-2,"41",지행초교,"215000313","16388"
"183888","241446019",3-2,"42",지행주공후문,"215000390","16389"
"183889","241446019",3-2,"43",ACE아파트,"215000189","16218"
"183890","241446019",3-2,"44",불현동주민자치센터,"215000319","16422"
"183891","241446019",3-2,"45",내행주공아파트,"215000321","16393"
"183892","241446019",3-2,"46",조흥아파트.종합운동장,"215000296","16269"
"183893","241446019",3-2,"47",동방아파트,"215000293","16405"
"183894","241446019",3-2,"48",기상아파트,"215000322","16391"
"183895","241446019",3-2,"49",동두천예비군훈련장,"215000389","16387"
"183896","241446019",3-2,"50",못골,"215000388","16386"
"183897","241446019",3-2,"51",못골터널,"215000387","16385"
"183898","241446019",3-2,"52",생연1동주민센터.소요산탑온천,"215000329","16424"
"183899","241446019",3-2,"53",월드메르디앙정문,"215000406","16278"
"183900","241446019",3-2,"54",월드메르디앙,"215000328","16427"
"183901","241446019",3-2,"55",동두천시청.동두천중고등학교,"215000417","16396"
"183902","241446019",3-2,"56",동두천시청,"215000415","16353"
"183903","241446019",3-2,"57",월드메르디앙,"215000392","16392"
"183904","241446019",3-2,"58",월드메르디앙정문,"215000404","16264"
"183905","241446019",3-2,"59",생연1동주민센터.소요산탑온천,"215000418","16397"
"183906","241446019",3-2,"60",못골터널,"215000386","16384"
"183907","241446019",3-2,"61",못골,"215000419","16398"
"183908","241446019",3-2,"62",동두천예비군훈련장,"215000420","16399"
"183909","241446019",3-2,"63",기상아파트,"215000323","16400"
"183910","241446019",3-2,"64",동방아파트,"215000229","16356"
"183911","241446019",3-2,"65",조흥아파트.종합운동장,"215000295","16401"
"183912","241446019",3-2,"66",내행주공아파트,"215000320","16394"
"183913","241446019",3-2,"67",불현동주민자치센터,"215000318","16426"
"183914","241446019",3-2,"68",에이스아파트,"215000188","16276"
"183915","241446019",3-2,"69",지행주공후문,"215000422","16403"
"183916","241446019",3-2,"70",휴먼빌.지행초교,"215000380","16033"
"183917","241446019",3-2,"71",현대아파트,"215000423","16404"
"183918","241446019",3-2,"72",중앙중고등학교,"215000384","16382"
"183919","241446019",3-2,"73",지행역3번출구,"215000070","16086"
"183920","241446019",3-2,"74",우리은행,"215000416","16349"
"183921","241446019",3-2,"75",현진아파트,"215000007","16036"
"183922","241446019",3-2,"76",동두천보건소.대방노블랜드아파트,"215000421","16402"
"183923","241446019",3-2,"77",생연중학교,"215000402","16378"
"183924","241446019",3-2,"78",선업교,"235001308","53629"
"183925","241446019",3-2,"79",무궁화교,"235001403","53528"
"183926","241446019",3-2,"80",풍천장어,"235001404","53688"
"183927","241446019",3-2,"81",무궁화유지,"235001740","53719"
"183928","241446019",3-2,"82",상패초교,"235000963","53034"
"183929","241446019",3-2,"83",덕수사입구,"215000277","16333"
"183930","241446019",3-2,"84",골말,"215000278","16334"
"183931","241446019",3-2,"85",골말상회,"215000279","16335"
"183932","241446019",3-2,"86",정감마을,"215000280","16336"
"183933","241446019",3-2,"87",새말입구,"215000141","16012"
"183934","241446019",3-2,"88",인곡마을,"215000140","16010"
"183935","241446019",3-2,"89",광귀동,"215000139","16008"
"183936","241446019",3-2,"90",가마소,"215000137","16006"
"183937","241446019",3-2,"91",사천골,"215000283","16297"
"183938","241446019",3-2,"92",28사단,"215000136","16001"
"183939","241446019",3-2,"93",봉암초등학교,"235000783","39360"
"183940","241446019",3-2,"94",헌병대앞,"235000786","39354"
"183941","241446019",3-2,"95",봉암터미널.봉암리,"235000900","39358"
"183942","241446019",3-2,"96",헌병대앞,"235000785","39355"
"183943","241446019",3-2,"97",봉암삼거리,"235000789","39344"
"183944","241446019",3-2,"98",용바위식당,"235000790","39777"
"183945","241446019",3-2,"99",한산2리마을회관,"235000792","39318"
"183946","241446019",3-2,"100",원당저수지입구,"235000794","39311"
"183947","241446019",3-2,"101",한산리전원마을,"235001281","39090"
"183948","241446019",3-2,"102",28보수대.부영판지,"235000964","39985"
"183949","241446019",3-2,"103",남면소방서,"235000796","39299"
